"player_name","pro_pos","nic_year","school","size_score","athleticism_score","cfr_score","pff_score","production_score","cfr_ratio","pff_ratio","final_score","was_starter_proba","was_pro_bowler_proba","started_year1_proba","started_year2_proba","started_year3_proba","combine_person_id","ebs_id","final_pos_class_rank","production_pos_class_rank","athleticism_pos_class_rank"
"John Atkins","DT",2018,"Georgia","80.7648000","51.0000000","51.0000000","52.3000000","51.7700000","0.3900000","0.6100000","51.1900000","0.1101000","0.0234000","0.0439000","0.0682000","0.0847000",NULL,NULL,30,28,30
"Marvin Austin","DT",2011,"North Carolina","69.2708000","99.0000000","67.2900000",NULL,"70.9600000","1.0000000","0.0000000","83.4800000","0.6793000","0.0998000","0.4138000","0.5429000","0.6264000",NULL,NULL,3,14,1
"Christian Ballard","DT",2011,"Iowa","69.7331000","81.2200000","72.3800000",NULL,"71.5400000","1.0000000","0.0000000","75.5400000","0.5536000","0.0250000","0.0945000","0.3030000","0.5656000",NULL,NULL,9,12,2
"Kentwan Balmer","DT",2008,"North Carolina","79.0655000","62.9400000","81.9500000",NULL,"84.8900000","1.0000000","0.0000000","78.9700000","0.7677000","0.0439000","0.3712000","0.6476000","0.7873000",NULL,NULL,5,4,12
"T.J. Barnes","DT",2013,"Georgia Tech","99.0000000","52.6600000","51.0800000",NULL,"51.1700000","1.0000000","0.0000000","54.1600000","0.1340000","0.0240000","0.0708000","0.0764000","0.0808000",NULL,NULL,23,25,23
"Angelo Blackson","DT",2015,"Auburn","83.1233000","72.0100000","62.7600000",NULL,"61.3700000","1.0000000","0.0000000","64.9300000","0.2342000","0.0241000","0.0991000","0.1156000","0.1068000",NULL,NULL,22,22,11
"Demonte' Bolden","DT",2009,"Tennessee","71.6539000","61.0600000","57.1100000",NULL,"56.2700000","1.0000000","0.0000000","54.8900000","0.1255000","0.0236000","0.0518000","0.0671000","0.0828000",NULL,NULL,25,23,16
"Barry Booker","DT",2008,"Virginia Tech","67.9463000","70.8900000","71.7000000",NULL,"68.6200000","1.0000000","0.0000000","64.5700000","0.1850000","0.0232000","0.0611000","0.0798000","0.0919000",NULL,NULL,14,11,7
"McKinley Boykin","DT",2006,"Ole Miss","60.1747000","71.6300000","63.7200000",NULL,"61.8700000","1.0000000","0.0000000","60.2400000","0.1417000","0.0220000","0.0491000","0.0744000","0.0802000",NULL,NULL,22,15,10
"Ron Brace","DT",2009,"Boston College","83.4025000","51.0000000","64.8600000",NULL,"68.9000000","1.0000000","0.0000000","66.4400000","0.4834000","0.0253000","0.1866000","0.3892000","0.2010000",NULL,NULL,14,14,24
"Alan Branch","DT",2007,"Michigan","87.4455000","76.8100000","57.2200000",NULL,"62.4300000","1.0000000","0.0000000","72.1300000","0.5114000","0.0470000","0.1741000","0.3537000","0.4164000",NULL,NULL,5,10,4
"Michael Brockers","DT",2012,"LSU","90.4273000","70.9400000","72.5200000",NULL,"76.9100000","1.0000000","0.0000000","78.1000000","0.7573000","0.0256000","0.3108000","0.5712000","0.7796000",NULL,NULL,8,8,17
"Jay Bromley","DT",2014,"Syracuse","75.7659000","68.9500000","77.9300000",NULL,"76.4400000","1.0000000","0.0000000","72.6500000","0.4689000","0.0457000","0.0989000","0.3335000","0.2916000",NULL,NULL,8,9,12
"Larry Brown","DT",2007,"Oklahoma State","71.1977000","60.3200000","62.0600000",NULL,"60.4600000","1.0000000","0.0000000","55.7000000","0.1409000","0.0223000","0.0470000","0.0609000","0.0804000",NULL,NULL,19,13,15
"Adrian Grady","DT",2009,"Louisville","61.6481000","59.3100000","66.8300000",NULL,"64.5000000","1.0000000","0.0000000","59.0600000","0.1486000","0.0227000","0.0614000","0.0704000","0.0848000",NULL,NULL,21,19,18
"Jurrell Casey","DT",2011,"USC","61.9755000","64.2200000","83.2700000",NULL,"82.1700000","1.0000000","0.0000000","72.9300000","0.4476000","0.0245000","0.1472000","0.2806000","0.3599000",NULL,NULL,11,5,21
"Josh Chapman","DT",2012,"Alabama","66.0656000","69.8400000","51.0000000",NULL,"52.7400000","1.0000000","0.0000000","63.5300000","0.2649000","0.0243000","0.0707000","0.1920000","0.1718000",NULL,NULL,22,28,18
"Jeremy Clark","DT",2007,"Alabama","73.9283000","67.1700000","51.0000000",NULL,"51.1000000","1.0000000","0.0000000","56.6700000","0.1380000","0.0235000","0.0491000","0.0705000","0.0890000",NULL,NULL,17,19,11
"Terrence Cody","DT",2010,"Alabama","92.1423000","51.0000000","62.6800000",NULL,"67.0600000","1.0000000","0.0000000","62.5400000","0.2567000","0.0187000","0.1158000","0.1545000","0.1890000",NULL,NULL,20,20,28
"Francisco Mauigoa","LB",2025,"Miami (FL)",NULL,"75.0400000","81.2900000","67.5600000","65.4800000","0.4700000","0.5300000","68.0500000","0.2183000","0.0190000","0.0541000","0.1376000","0.1356000",NULL,NULL,23,14,22
"Jamon Dumas-Johnson","LB",2025,"Kentucky",NULL,"73.7800000","63.5300000","71.1900000","63.5100000","0.4700000","0.5300000","68.7300000","0.2402000","0.0228000","0.0694000","0.1891000","0.2298000",NULL,NULL,15,19,16
"Josh Simmons","T",2025,"Ohio State",NULL,"76.2800000",NULL,"63.4500000","76.0000000","0.0000000","1.0000000","77.4500000","0.7026000","0.0720000","0.5334000","0.6055000","0.6586000",NULL,NULL,9,8,11
"Chase Lundt","T",2025,"Connecticut",NULL,"65.8900000",NULL,"62.9100000","64.1500000","0.0000000","1.0000000","68.6100000","0.3698000","0.0206000","0.1700000","0.2641000","0.3004000",NULL,NULL,20,20,24
"Marcus Mbow","T",2025,"Purdue",NULL,"72.6100000",NULL,"61.3500000","69.8000000","0.0000000","1.0000000","74.1500000","0.6656000","0.0206000","0.4479000","0.5281000","0.4714000",NULL,NULL,12,13,13
"Emery Jones Jr.","T",2025,"LSU",NULL,"83.4400000",NULL,"51.0000000","60.7500000","0.0000000","1.0000000","74.1500000","0.6455000","0.0206000","0.4008000","0.4470000","0.3872000",NULL,NULL,16,24,16
"Branson Taylor","T",2025,"Pittsburgh",NULL,"68.6200000",NULL,"65.7100000","61.8700000","0.0000000","1.0000000","66.0200000","0.2771000","0.0206000","0.0656000","0.1450000","0.2575000",NULL,NULL,25,23,22
"Barry Cofield","DT",2006,"Northwestern","70.2600000","97.3400000","71.4400000",NULL,"70.7500000","1.0000000","0.0000000","77.7300000","0.4416000","0.0647000","0.1186000","0.1889000","0.3021000",NULL,NULL,3,6,2
"Marcell Dareus","DT",2011,"Alabama","78.6295000","76.6100000","69.2600000",NULL,"78.3800000","1.0000000","0.0000000","81.2800000","0.7498000","0.1274000","0.4429000","0.6183000","0.7753000",NULL,NULL,5,9,7
"Dorian Johnson","G",2017,"Pittsburgh","89.1800000","51.0000000",NULL,NULL,"70.3300000","0.0000000","0.0000000","69.0100000","0.7160000","0.0668000","0.5735000","0.4692000","0.4164000",NULL,NULL,9,5,25
"Carl Davis","DT",2015,"Iowa","87.5260000","77.0100000","63.3600000",NULL,"66.6200000","1.0000000","0.0000000","74.1800000","0.6092000","0.0573000","0.1801000","0.4180000","0.4554000",NULL,NULL,12,18,6
"Gerald Hayes","LB",2003,"Pittsburgh","67.8655000","53.4900000",NULL,NULL,"67.8800000","0.0000000","0.0000000","65.6500000","0.3307000","0.0203000","0.1018000","0.2249000","0.1980000",NULL,NULL,18,11,28
"Lionel Dotson","DT",2008,"Arizona","76.3963000","55.0000000","75.7800000",NULL,"72.5900000","1.0000000","0.0000000","60.7300000","0.1574000","0.0229000","0.0715000","0.0705000","0.0879000",NULL,NULL,16,7,18
"Kader Drame","DT",2006,"Syracuse","86.3837000","51.7700000","51.0000000",NULL,"51.1000000","1.0000000","0.0000000","51.2200000","0.1171000","0.0208000","0.0456000","0.0620000","0.0748000",NULL,NULL,25,23,25
"Lewis Moore","LB",2004,"Pittsburgh","68.6926000","72.8000000",NULL,NULL,"54.6500000","0.0000000","0.0000000","63.0200000","0.1351000","0.0254000","0.0381000","0.1212000","0.1251000",NULL,NULL,31,27,27
"Scott McKillop","LB",2009,"Pittsburgh","74.1025000","68.6800000","89.6300000",NULL,"76.9900000","1.0000000","0.0000000","73.9900000","0.5190000","0.0566000","0.1480000","0.2563000","0.4239000",NULL,NULL,6,4,13
"B.J. Dubose","DT",2015,"Louisville","70.6628000","69.0000000","65.9600000",NULL,"63.8800000","1.0000000","0.0000000","61.7000000","0.1556000","0.0247000","0.0550000","0.0770000","0.0829000",NULL,NULL,24,20,15
"Rod Rutherford","QB",2004,"Pittsburgh","75.4320000","67.8800000","75.9500000",NULL,"67.3800000","1.0000000","0.0000000","67.7300000","0.0584000","0.0212000","0.0308000","0.0306000","0.0482000",NULL,NULL,9,7,12
"Dusty Dvoracek","DT",2006,"Oklahoma","70.1585000","77.1400000","66.5600000",NULL,"68.0300000","1.0000000","0.0000000","73.0700000","0.4853000","0.0373000","0.1889000","0.4560000","0.1616000",NULL,NULL,4,9,6
"Tom Savage","QB",2014,"Pittsburgh","78.4090000","54.8200000","51.0000000",NULL,"53.3900000","1.0000000","0.0000000","55.8600000","0.0358000","0.0183000","0.0316000","0.0263000","0.0366000",NULL,NULL,17,15,14
"Dominique Easley","DT",2014,"Florida","65.1588000","72.8300000","56.4200000",NULL,"60.0300000","1.0000000","0.0000000","66.8000000","0.3169000","0.0322000","0.0974000","0.1557000","0.1949000",NULL,NULL,14,19,9
"Justin Ellis","DT",2014,"Louisiana Tech","76.7034000","53.8500000","55.8000000",NULL,"55.0800000","1.0000000","0.0000000","53.9700000","0.1240000","0.0240000","0.0472000","0.0663000","0.1020000",NULL,NULL,29,25,27
"Jihaad Campbell","LB",2025,"Alabama",NULL,"82.4500000","74.5800000","68.0000000","77.6200000","0.4700000","0.5300000","82.2000000","0.7228000","0.1639000","0.5191000","0.6016000","0.6198000",NULL,NULL,1,2,1
"Tyler Palko","QB",2007,"Pittsburgh","67.9287000","70.7200000","74.5900000",NULL,"67.0800000","1.0000000","0.0000000","62.8100000","0.0284000","0.0202000","0.0299000","0.0221000","0.0444000",NULL,NULL,12,8,9
"Ray Graham","RB",2013,"Pittsburgh","65.1695000","51.0000000","57.2900000",NULL,"56.3100000","1.0000000","0.0000000","55.1200000","0.0660000","0.0194000","0.0294000","0.0476000","0.0432000",NULL,NULL,32,25,32
"Sedrick Ellis","DT",2008,"USC","67.6161000","57.8300000","88.1300000",NULL,"92.8300000","1.0000000","0.0000000","81.3800000","0.7630000","0.1764000","0.5491000","0.6822000","0.7861000",NULL,NULL,4,2,15
"Nick Fairley","DT",2011,"Auburn","78.5499000","79.8500000","90.6500000",NULL,"92.4600000","1.0000000","0.0000000","86.7000000","0.7715000","0.1895000","0.5274000","0.6734000","0.7871000",NULL,NULL,2,1,4
"Hebron Fangupo","DT",2012,"Brigham Young","70.9499000","79.6100000","51.0000000",NULL,"51.1000000","1.0000000","0.0000000","62.8000000","0.1629000","0.0241000","0.0640000","0.1036000","0.1116000",NULL,NULL,23,30,11
"Marlon Favorite","DT",2009,"LSU","71.7440000","65.6100000","51.0000000",NULL,"51.1000000","1.0000000","0.0000000","57.4800000","0.1408000","0.0237000","0.0541000","0.0840000","0.0894000",NULL,NULL,22,25,13
"LeSean McCoy","RB",2009,"Pittsburgh","68.1802000","78.4000000","77.5600000",NULL,"79.4100000","1.0000000","0.0000000","81.4000000","0.5544000","0.2784000","0.2538000","0.3665000","0.4800000",NULL,NULL,3,3,4
"Ego Ferguson","DT",2014,"LSU","73.7155000","65.1700000","72.2400000",NULL,"74.2500000","1.0000000","0.0000000","73.6600000","0.5831000","0.0251000","0.2392000","0.4538000","0.5749000",NULL,NULL,6,11,18
"Marcus Harrison","DT",2008,"Arkansas","80.7840000","78.7600000","67.8200000",NULL,"69.0900000","1.0000000","0.0000000","76.6100000","0.6755000","0.1065000","0.2538000","0.4585000","0.5312000",NULL,NULL,6,10,4
"Nick Hayden","DT",2008,"Wisconsin","73.0345000","65.1200000","75.3900000",NULL,"72.7600000","1.0000000","0.0000000","66.8900000","0.3003000","0.0239000","0.0755000","0.1393000","0.1349000",NULL,NULL,11,6,11
"Cameron Heyward","DT",2011,"Ohio State","79.5007000","78.8400000","75.8600000",NULL,"79.7400000","1.0000000","0.0000000","81.9700000","0.7565000","0.0758000","0.4159000","0.6791000","0.7789000",NULL,NULL,4,6,5
"Jordan Hill","DT",2013,"Penn State","69.9432000","51.0000000","80.2400000",NULL,"79.6100000","1.0000000","0.0000000","70.4600000","0.5365000","0.0412000","0.3075000","0.3453000","0.3360000",NULL,NULL,11,3,24
"Trysten Hill","DT",2019,"UCF","74.8064000","76.0400000","64.9300000","64.7800000","69.0000000","0.3900000","0.6100000","73.1200000","0.5302000","0.0257000","0.1742000","0.3102000","0.3537000",NULL,NULL,9,13,8
"Lamarr Houston","DT",2010,"Texas","72.6606000","79.0600000","84.0000000",NULL,"85.1100000","1.0000000","0.0000000","82.9400000","0.7060000","0.1306000","0.3752000","0.5801000","0.7481000",NULL,NULL,4,6,5
"Jaye Howard","DT",2012,"Florida","72.3122000","84.4000000","83.4100000",NULL,"80.8800000","1.0000000","0.0000000","82.7100000","0.5916000","0.2922000","0.3695000","0.4438000","0.6076000",NULL,NULL,4,4,7
"John Hughes","DT",2012,"Cincinnati","76.2264000","65.3900000","74.6400000",NULL,"74.8700000","1.0000000","0.0000000","74.3000000","0.6367000","0.0281000","0.2417000","0.5122000","0.5511000",NULL,NULL,12,11,25
"Corvey Irvin","DT",2009,"Georgia","75.0699000","56.2200000","63.2800000",NULL,"65.2500000","1.0000000","0.0000000","63.5200000","0.2960000","0.0258000","0.1305000","0.1797000","0.1116000",NULL,NULL,18,18,20
"Corey Liuget","DT",2011,"Illinois","70.1051000","73.2200000","81.3500000",NULL,"84.3900000","1.0000000","0.0000000","80.9000000","0.7452000","0.0646000","0.2620000","0.6485000","0.7710000",NULL,NULL,7,4,12
"Roy Miller","DT",2009,"Texas","68.9749000","68.1600000","72.5900000",NULL,"73.1300000","1.0000000","0.0000000","72.9400000","0.5373000","0.0351000","0.2029000","0.4169000","0.3518000",NULL,NULL,9,9,8
"Jarran Reed","DT",2016,"Alabama","74.8878000","60.1800000","70.6400000","68.0700000","74.5800000","0.3900000","0.6100000","73.6100000","0.6737000","0.0210000","0.3326000","0.4735000","0.6776000",NULL,NULL,13,15,25
"Sealver Siliga","DT",2011,"Utah","75.4796000","65.9400000","58.5800000",NULL,"57.5200000","1.0000000","0.0000000","58.2000000","0.1420000","0.0171000","0.0529000","0.0766000","0.0879000",NULL,NULL,25,23,18
"Darrell Strong","TE",2008,"Pittsburgh","91.8434000","71.4800000","56.3600000",NULL,"54.2100000","1.0000000","0.0000000","62.3600000","0.1507000","0.0296000","0.0672000","0.1002000","0.1348000",NULL,NULL,15,19,9
"Paul Soliai","DT",2007,"Utah","89.6778000","80.6800000","60.9300000",NULL,"61.8500000","1.0000000","0.0000000","72.1800000","0.5302000","0.0444000","0.1345000","0.2680000","0.3356000",NULL,NULL,4,12,2
"Josiah Coatney","DT",2020,"Ole Miss","74.1935000","53.2100000","73.4900000","74.7000000","70.7700000","0.3900000","0.6100000","57.2600000","0.1297000","0.0237000","0.0470000","0.0660000","0.0910000",NULL,NULL,20,12,22
"Kris Wilson","TE",2004,"Pittsburgh","65.1501000","87.5700000","78.0700000",NULL,"80.5800000","1.0000000","0.0000000","84.6300000","0.7076000","0.2277000","0.3850000","0.4816000","0.6498000",NULL,NULL,3,2,3
"James Lynch","DT",2020,"Baylor","66.7932000","76.1000000","76.9800000","83.8200000","80.7800000","0.3900000","0.6100000","77.7200000","0.5853000","0.0522000","0.4122000","0.2851000","0.3908000",NULL,NULL,5,4,6
"Alim McNeill","DT",2021,"NC State","71.9899000","84.6600000","62.9100000","64.3500000","66.1900000","0.3900000","0.6100000","72.8400000","0.4201000","0.0305000","0.1318000","0.1385000","0.3023000",NULL,NULL,8,13,4
"Phidarian Mathis","DT",2022,"Alabama","83.9585000","57.6600000","80.3400000","70.0600000","76.5800000","0.3900000","0.6100000","71.6400000","0.5688000","0.0255000","0.1655000","0.3926000","0.5213000",NULL,NULL,9,3,17
"Scott Orndoff","TE",2017,"Pittsburgh","79.5034000","55.6300000","71.2200000","81.4500000","68.5300000","0.6700000","0.3300000","61.1500000","0.1351000","0.0249000","0.0329000","0.1090000","0.1559000",NULL,NULL,19,13,20
"Mazi Smith","DT",2023,"Michigan",NULL,"90.9900000","54.8800000","73.8000000","70.3400000","0.3900000","0.6100000","78.9000000","0.5803000","0.0347000","0.3176000","0.3569000","0.4931000",NULL,NULL,3,7,2
"Quadree Henderson","WR",2018,"Pittsburgh","67.3527000","61.3700000","51.0000000","52.0500000","51.6500000","0.4900000","0.5100000","53.7600000","0.0567000","0.0080000","0.0268000","0.0342000","0.0322000",NULL,NULL,43,42,36
"Gerald McCoy","DT",2010,"Oklahoma","76.5696000","75.5400000","80.1300000",NULL,"87.5900000","1.0000000","0.0000000","83.7400000","0.7391000","0.2347000","0.4372000","0.6037000","0.7407000",NULL,NULL,3,3,8
"Deandre Coleman","DT",2014,"California","85.4100000","65.8300000","60.7600000",NULL,"59.3600000","1.0000000","0.0000000","60.6500000","0.1627000","0.0242000","0.0487000","0.0756000","0.1175000",NULL,NULL,23,21,16
"Justin Shaffer","G",2022,"Georgia","79.0700000","60.6800000",NULL,"61.1500000","62.9900000","0.0000000","1.0000000","64.1500000","0.2770000","0.0279000","0.1564000","0.2185000","0.1347000",NULL,NULL,20,17,22
"Ben Cleveland","G",2021,"Georgia","93.4300000","79.6300000",NULL,"84.8900000","83.5500000","0.0000000","1.0000000","81.0300000","0.7827000","0.1327000","0.6256000","0.6795000","0.5827000",NULL,NULL,5,4,8
"Corey Kiner","RB",2025,"Cincinnati",NULL,"65.7400000","51.6800000","66.1600000","57.5600000","0.6000000","0.4000000","61.4700000","0.0665000","0.0170000","0.0441000","0.0548000","0.0484000",NULL,NULL,25,26,23
"DJ Giddens","RB",2025,"Kansas State",NULL,"82.8200000","77.9700000","80.2500000","76.7500000","0.6000000","0.4000000","77.9300000","0.2769000","0.0248000","0.0918000","0.1655000","0.1699000",NULL,NULL,15,9,25
"Sheldon Day","DT",2016,"Notre Dame","62.4842000","73.1000000","71.6400000","82.8700000","77.7000000","0.3900000","0.6100000","74.5000000","0.5716000","0.0276000","0.1928000","0.1796000","0.4031000",NULL,NULL,12,9,13
"Larry Fitzgerald","WR",2004,"Pittsburgh","85.5371000","74.9600000","98.7700000",NULL,"99.0000000","1.0000000","0.0000000","90.0900000","0.7546000","0.3787000","0.5818000","0.5920000","0.6663000",NULL,NULL,1,1,13
"Devin Street","WR",2014,"Pittsburgh","80.1725000","68.9600000","67.2600000",NULL,"65.8700000","1.0000000","0.0000000","68.3300000","0.1238000","0.0079000","0.0325000","0.0883000","0.1224000",NULL,NULL,22,27,25
"Jester Weah","WR",2018,"Pittsburgh","79.3735000","79.4100000","69.8100000","64.0500000","64.2700000","0.4900000","0.5100000","68.6900000","0.1023000","0.0080000","0.0269000","0.0849000","0.0512000",NULL,NULL,26,28,7
"Quintin Echols","DT",2007,"Kansas State","74.8632000","51.0000000","64.1500000",NULL,"62.2300000","1.0000000","0.0000000","56.3700000","0.1463000","0.0224000","0.0671000","0.0683000","0.0830000",NULL,NULL,18,11,18
"Austin Johnson","DT",2016,"Penn State","78.4238000","51.0000000","88.3900000","69.1300000","79.4700000","0.3900000","0.6100000","69.5600000","0.3919000","0.0241000","0.2234000","0.3804000","0.3816000",NULL,NULL,18,7,30
"DaQuan Jones","DT",2014,"Penn State","81.5413000","61.2600000","76.3300000",NULL,"76.3800000","1.0000000","0.0000000","73.1500000","0.5466000","0.0258000","0.2972000","0.4422000","0.5272000",NULL,NULL,7,10,22
"Cam Jurgens","C",2022,"Nebraska","74.0000000","89.6200000",NULL,"53.9300000","62.3000000","0.0000000","1.0000000","74.8600000","0.3393000","0.0787000","0.2870000","0.3327000","0.3828000",NULL,NULL,9,18,2
"Tyler Boyd","WR",2016,"Pittsburgh","78.3779000","62.2900000","80.0900000","77.1100000","80.0100000","0.4900000","0.5100000","77.7900000","0.7264000","0.1379000","0.4161000","0.6129000","0.6473000",NULL,NULL,7,7,21
"Karl Klug","DT",2011,"Iowa","62.9080000","73.6100000","82.5800000",NULL,"77.3300000","1.0000000","0.0000000","70.1800000","0.2687000","0.0186000","0.0802000","0.0969000","0.2223000",NULL,NULL,13,11,11
"Donovan Edwards","RB",2025,"Michigan",NULL,"91.7500000","56.5300000","51.0000000","54.3900000","0.6000000","0.4000000","66.7100000","0.0620000","0.0207000","0.0435000","0.0538000","0.0389000",NULL,NULL,30,29,15
"Sen'Derrick Marks","DT",2009,"Auburn","75.7353000","73.7800000","70.0500000",NULL,"73.3000000","1.0000000","0.0000000","75.2100000","0.6409000","0.0405000","0.1813000","0.5120000","0.3662000",NULL,NULL,6,8,4
"Jarquez Hunter","RB",2025,"Auburn",NULL,"75.9600000","71.0600000","78.4700000","71.7700000","0.6000000","0.4000000","72.6200000","0.1456000","0.0192000","0.0793000","0.0825000","0.0633000",NULL,NULL,16,15,4
